Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2021-03-08,113.5501480102539,118.0781010413507,113.40376871001352,118.0097916939266,154376600
2021-03-09,118.16590118408203,119.11247870378237,115.92144631561841,116.15564868338004,129525800
2021-03-10,117.08272552490234,119.2198363292163,116.56551771410868,118.75143154135017,111943300
2021-03-11,119.01490783691406,120.23472282472085,118.33181442180619,119.58090377809478,103026500
2021-03-12,118.10736846923828,118.24398715605516,116.28252996168703,117.4925843785623,88105100
2021-03-15,120.99588775634766,121.00564836102156,117.51209640376013,118.47819524715763,92403800
2021-03-16,122.53772735595703,124.14788454004912,121.70825469904881,122.66458542743165,115227900
2021-03-17,121.74729919433594,122.82073491932013,119.38573166517871,121.05444515870833,111932600
2021-03-18,117.61946105957031,120.2054708035151,117.41453299693998,119.91271217395108,121229700
2021-03-19,117.09246063232422,118.49768966959986,116.78994894325021,117.00463754007384,185549500
2021-03-22,120.41036987304688,120.8787820785301,117.35595599145238,117.42426532921458,111912300
2021-03-23,119.58091735839844,121.23986295215124,119.19057502893875,120.35184141166212,95467100
2021-03-24,117.19005584716797,119.93220486001856,117.17054208424707,119.8541349180161,88530500
2021-03-25,117.67800903320312,118.72217799736987,116.12640766414113,116.6533687267927,98844700
2021-03-26,118.28302001953125,118.5465042288051,116.04831804624526,117.44378670396847,94071200
2021-03-29,118.45867919921875,119.61994551573255,117.81462072071783,118.7124028156756,80819200
2021-03-30,117.0046615600586,117.49258758203952,115.98977454091903,117.20958959587135,85671900
2021-03-31,119.20032501220703,120.53723750663126,118.22447299809998,118.7123990051535,118323800
2021-04-01,120.02980041503906,121.18130611520114,119.53211379208796,120.6738663324064,75089100
2021-04-05,122.85977172851562,123.11349534026344,120.09810870436394,120.87879330428332,88651200
2021-04-06,123.16228485107422,124.06006693940361,122.61581009211896,123.44528283557895,80171300
2021-04-07,124.81146240234375,124.83097616492763,122.11810901104752,122.79144922016141,83466700
2021-04-08,127.21206665039062,127.24134101901195,125.41650255345681,125.83611176390906,88844600
2021-04-09,129.78831481933594,129.82734234724018,126.34355848189794,126.66559142580684,106686700
2021-04-12,128.07081604003906,129.6419382844939,127.47554575138676,129.31990535224077,91420000
2021-04-13,131.1837615966797,131.4082182509909,128.74413188709045,129.24182587765023,91266500
2021-04-14,128.84173583984375,131.7400174141813,128.48067537183306,131.68146867778168,87222800
2021-04-15,131.25210571289062,131.74003175643296,130.41287232238494,130.58853344102718,89347100
2021-04-16,130.9203338623047,131.41801312050643,130.06157916706454,131.05695257379082,84922400
2021-04-19,131.58387756347656,132.1986690764981,130.12009959176393,130.2859926417197,94264200
2021-04-20,129.8956756591797,132.2572359912941,128.6270649312646,131.75955677302224,94812300
2021-04-21,130.27626037597656,130.5202234103885,128.12938865121586,129.16378953467097,68847100
2021-04-22,128.75392150878906,130.91054619483594,128.2367211149233,129.8273498266732,84566500
2021-04-23,131.07643127441406,131.85710086380988,128.96858764628234,128.96858764628234,78657500
2021-04-26,131.46673583984375,131.79852182807838,130.33474434906316,131.57408011725076,66905100
2021-04-27,131.14476013183594,132.1401334204204,130.87152274129448,131.7497836551319,66015800
2021-04-28,130.3542938232422,131.75952289031963,129.86636789108016,131.06666151490975,107760100
2021-04-29,130.2567138671875,133.76003367761894,129.25158755183847,133.17451655261294,151101000
2021-04-30,128.28550720214844,130.33478741572688,127.90492552746106,128.59777209122348,109839500
2021-05-03,129.3394012451172,130.83246831624223,128.64655475092198,128.85147530654447,75135100
2021-05-04,124.76268005371094,128.31478827842903,123.64044873461123,128.02202969252124,137564700
2021-05-05,125.00666046142578,127.29990397131918,124.87979492302028,126.08008884148607,84000900
2021-05-06,126.6070556640625,126.61680882445819,124.0600736654329,124.80172333933865,78128300
2021-05-07,127.28152465820312,128.307897749906,126.56793194976201,127.90713017156261,78973300
2021-05-10,123.9970932006836,126.62658899435064,123.9579919211375,126.49952288698726,88071200
2021-05-11,123.07823181152344,123.43012839060427,120.00884494360865,120.72243020113098,126142800
2021-05-12,120.00885009765625,121.83679573122357,119.50054838799285,120.62468591755979,112172300
2021-05-13,122.15937805175781,123.31283969833798,121.4653471184995,121.77814989768362,105861300
2021-05-14,124.5836181640625,125.0137248526776,123.01960401156366,123.41060941414031,81918000
2021-05-17,123.43012237548828,124.07528223094239,122.35486340753715,123.9677555883667,74244600
2021-05-18,122.04206085205078,124.13393060717105,121.97363548465174,123.71360121948956,63342900
2021-05-19,121.88565826416016,122.110481266006,120.09681414325692,120.39006996753153,92612000
2021-05-20,124.44673919677734,124.84752169451296,122.2864439727993,122.41352498808429,76857100
2021-05-21,122.60902404785156,125.12122331133726,122.39397075203622,124.94527129274346,79295400
2021-05-24,124.24147033691406,125.06258229000034,123.10756306374581,123.17598843835246,63092900
2021-05-25,124.04597473144531,125.43404408732667,123.47901735071959,124.94528180981987,72009500
2021-05-26,123.9970932006836,124.52494928784593,123.57676376782135,124.1046198549837,56575900
2021-05-27,122.46240234375,124.7693256123678,122.26690340551721,123.5963170673582,94625600
2021-05-28,121.80746459960938,122.97070334084246,121.74881641359961,122.74587286479516,71311100
2021-06-01,121.48490142822266,122.53083648398967,121.15255171788874,122.26691215271315,67637100
2021-06-02,122.24734497070312,122.42329699238253,121.26006567031901,121.4848886960278,59278900
2021-06-03,120.76154327392578,122.04207853123913,120.36076073695506,121.87590368031279,76229200
2021-06-04,123.05867767333984,123.32260943039987,121.06455727986688,121.27961057589917,75169300
2021-06-07,123.06845092773438,123.47900313915719,122.02251603226817,123.33237521856165,71057600
2021-06-08,123.88954162597656,125.5708664770332,123.37146282736403,123.75269090399607,74403800
2021-06-09,124.27079010009766,124.87684872392028,123.6745086602513,124.34899265629532,56877900
2021-06-10,123.27371978759766,125.30694127390441,123.10754496766629,124.16324952672848,71186400
2021-06-11,124.4858627319336,124.57384248576976,123.26397556837357,123.68430505095051,53522400
2021-06-14,127.5454330444336,127.60408122686017,124.21212958862563,124.94526170017991,96906500
2021-06-15,126.7243423461914,127.66275811320399,126.47996494927916,127.01759820560862,62746300
2021-06-16,127.22284698486328,127.94620933630257,125.57086856900956,127.4379002537882,91815000
2021-06-17,128.82598876953125,129.56890564121335,126.73411873855628,126.8807541337841,96721700
2021-06-18,127.52591705322266,128.55229026571763,127.31086373435744,127.7702944686955,108953300
2021-06-21,129.3245086669922,129.43203530764706,126.304007918975,127.36948968462076,79663300
2021-06-22,130.9667205810547,131.0644774987528,128.65979753012715,129.15833692853147,74783600
2021-06-23,130.69305419921875,131.2991204035654,130.2336234107885,130.76148704310285,60214200
2021-06-24,130.4095458984375,131.6118784063628,129.94033059947196,131.4261492149737,68711000
2021-06-25,130.11627197265625,130.87872808294074,129.8230161804832,130.45840621612638,70783700
2021-06-28,131.74874877929688,132.20817950576375,130.35091714623502,130.40956533844553,62111300
2021-06-29,133.26388549804688,133.42029061372372,131.32842066728736,131.76829700396732,64556100
2021-06-30,133.87974548339844,134.31962189947393,132.81424849169412,133.10750440761626,63261400
2021-07-01,134.18276977539062,134.241417974861,132.70672048251464,133.52784002194588,52485800
2021-07-02,136.81224060058594,136.85133441897935,134.65193797296,134.79855843644995,78852600
2021-07-06,138.825927734375,139.93050352064463,136.91978685791386,136.91978685791386,108181800
2021-07-07,141.31854248046875,141.6313377353685,139.4514959287153,140.31169406639702,104911600
2021-07-08,140.0184783935547,140.82002849752848,137.50627159938102,138.39580890191343,105575500
2021-07-09,141.8463592529297,142.37420765301783,139.44168008104543,139.5394369663538,99890800
2021-07-12,141.25015258789062,143.0292274131984,140.76139773464533,142.92170074885988,76299700
2021-07-13,142.364501953125,144.1435766396761,140.39971296594135,140.79071085179643,100827100
2021-07-14,145.79556274414062,146.20612993530744,144.35862232189876,144.76918951306558,127050800
2021-07-15,145.140625,146.62644380694877,143.7818872173468,145.88354186128097,106820300
2021-07-16,143.0976104736328,146.39181260894236,142.59908601439943,145.12106223258928,93251400
2021-07-19,139.24624633789062,140.82982210985173,138.48379000590003,140.51701186307943,121434600
2021-07-20,142.86300659179688,143.79165254365046,139.7447638348333,140.2335185818673,96350000
2021-07-21,142.12986755371094,142.8434601888897,141.37719601915154,142.25694855475027,74993500
2021-07-22,143.49839782714844,144.86690516323114,142.5306580508827,142.6577390590944,77338200
2021-07-23,145.2187957763672,145.37520086194326,143.6156809382373,144.23151664043684,71447400
2021-07-26,145.63916015625,146.46026463758602,144.37816442398642,144.9353520535012,72434100
2021-07-27,143.46910095214844,145.8542269751725,142.2765379406364,145.76623976746671,104818600
2021-07-28,141.7193603515625,143.6646101370385,139.33423415868967,141.5531854827955,118931200
2021-07-29,142.364501953125,143.25403929640055,141.32834413155712,141.43587078750923,56699500
2021-07-30,142.57955932617188,143.038990058725,140.8689174245079,141.13284920856503,70440600
2021-08-02,142.24722290039062,143.64505468245218,141.9832910916965,143.06832751008895,62880000
2021-08-03,144.04580688476562,144.710506214658,141.91482832443904,142.53066410966022,64786600
2021-08-04,143.64501953125,144.46612394001684,142.99008994933277,143.95782973398676,56368300
2021-08-05,143.7525634765625,144.51501979299104,142.88258050445233,143.67436091646556,46397700
2021-08-06,143.06727600097656,144.01688208379585,142.56800458197282,143.2728671370131,54126800
2021-08-09,143.01832580566406,143.61550061721744,142.4603183242228,143.12601355653302,48908700
2021-08-10,142.5386199951172,144.60425572712768,142.24492480830875,143.36095456781464,69023100
2021-08-11,142.7931671142578,143.6350854630747,142.4701038589951,142.97917458892059,48493500
2021-08-12,145.7594451904297,145.91608462298464,142.77357136091953,143.11621825238865,72282600
2021-08-13,145.96502685546875,146.29787442461313,145.15247665694042,145.83775545751928,59375000
2021-08-16,147.94256591796875,148.01110127736936,143.3903421833443,145.4168108670683,103296000
2021-08-17,147.0321044921875,148.49076616255022,145.95522713866825,147.07125687869845,92229700
2021-08-18,143.2826690673828,147.55099731267805,143.07707790614015,146.65034281258323,86326000
2021-08-19,143.61549377441406,144.88816305914702,141.4617537976131,141.9806088621801,86960300
2021-08-20,145.0741729736328,145.37765255184942,143.6938159198485,144.33994240518913,60549600
2021-08-23,146.56219482421875,147.03209813181013,144.78045508691804,145.1916223483051,60131800
2021-08-24,146.47415161132812,147.68808530022,146.01403242735904,146.30772774831274,48606400
2021-08-25,145.24063110351562,147.15942734858208,144.69240787291454,146.66014088374254,58991300
2021-08-26,144.43783569335938,145.98461660195343,144.4084676646739,145.23081728174643,48597200
2021-08-27,145.47557067871094,145.62241083209685,143.7427821789538,144.37910942757367,55802400
2021-08-30,149.90052795410156,150.26275857372073,145.48535959462373,145.8671589433328,90956700
2021-08-31,148.63763427734375,149.5872403166816,148.1089799162903,149.45018454491938,86453100
2021-09-01,149.30332946777344,151.72139660647437,149.13690566906416,149.61660833919711,80313700
2021-09-02,150.41937255859375,151.46688207200458,149.19565486795125,150.63474806718364,71115500
2021-09-03,151.0557098388672,151.37877309131167,149.87114457990415,150.5270554483364,57808700
2021-09-07,153.3954620361328,153.9534695341939,151.14381850232894,151.71162530218976,82278300
2021-09-08,151.8486785888672,153.73809149809526,150.7424330368148,153.67935544010308,74420200
2021-09-09,150.83058166503906,152.82768271854061,150.71309458803586,152.22072341621455,57305700
2021-09-10,145.83778381347656,152.21090030495253,145.57345660401688,151.74099688432676,140893200
2021-09-13,146.4055938720703,148.23627083685082,145.62241152835927,147.46288779538614,102404300
2021-09-14,145.00564575195312,147.8936314335505,143.8210954003336,147.1887688532645,109296300
2021-09-15,145.89651489257812,146.2978978750979,143.29244009500678,145.43639585173057,83281300
2021-09-16,145.6615753173828,145.83779845403365,144.12459347851345,145.31894328505592,68034100
2021-09-17,142.9889678955078,145.69094622198233,142.69527265072225,145.69094622198233,129868800
2021-09-20,139.93455505371094,141.79459979953563,138.29967015990616,140.7764733460014,123478900
2021-09-21,140.4142608642578,141.55967381165956,139.77793361611074,140.90374795912805,75834000
2021-09-22,142.7833709716797,143.35116277449677,140.67856780429392,141.412798340786,76404300
2021-09-23,143.74278259277344,143.987526141095,142.5778009126891,143.56655947024234,64838200
2021-09-24,143.8308868408203,144.369325635303,142.49948133899076,142.5973847336097,53477900
2021-09-27,142.3134765625,142.89108270101565,140.79607848273122,142.41137995898362,74150700
2021-09-28,138.92625427246094,141.7065378549354,138.71087871937146,140.2380763227599,108972300
2021-09-29,139.826904296875,141.41283791942243,139.04372185116122,139.47447294320193,74602000
2021-09-30,138.5248565673828,141.34430719144615,138.30948103704677,140.63944453543033,89056700
2021-10-01,139.65065002441406,139.91497721524382,136.18508826736803,138.91641944607758,94639600
2021-10-04,136.21444702148438,139.2199044877396,135.3627443887481,138.7793542203645,98322000
2021-10-05,138.14305114746094,139.2492967831214,136.42984628272845,136.55711770997038,80861100
2021-10-06,139.01431274414062,139.16115287396872,135.4606322227177,136.5375096346514,83221100
2021-10-07,140.2772216796875,141.18767555165522,139.71921409322417,140.05206177202422,61732700
2021-10-08,139.8954315185547,141.1485175173034,139.56258381781655,141.00167733696696,58773200
2021-10-11,139.80731201171875,141.76526053635698,138.82833774939965,139.27867248276962,64452200
2021-10-12,138.53466796875,140.23808887622263,138.07454878577687,140.21850520474425,73035900
2021-10-13,137.94725036621094,138.4269381369984,136.2731980054475,138.27031362663757,78762700
2021-10-14,140.73733520507812,140.8548222748978,138.53464310497256,139.12203364018546,69907100
2021-10-15,141.79461669921875,141.85335275996707,140.49257924677562,140.74712209396571,67940300
2021-10-18,143.46865844726562,143.75255436574946,140.14993682023066,140.4338327387145,85589200
2021-10-19,145.6322021484375,146.03358517080088,143.46867744948042,143.91899723333478,76378900
2021-10-20,146.12167358398438,146.60137628639336,145.00564367087514,145.57345046006543,58418800
2021-10-21,146.3370361328125,146.4936755651962,144.76088732210272,145.68112531490897,61421000
2021-10-22,145.56370544433594,147.02236773521167,145.51475373690516,146.54267984109606,58883400
2021-10-25,145.51470947265625,146.2293563822722,144.51615170908323,145.55386186391277,50720600
2021-10-26,146.18040466308594,147.66843438585144,145.87691017558996,146.1901890254086,60893400
2021-10-27,145.72027587890625,146.58176278199775,145.3678446655644,146.2195472069919,56094900
2021-10-28,149.36207580566406,149.94945126434328,146.5719938285733,146.66989720733233,100077900
2021-10-29,146.65032958984375,146.78738537232746,143.33160784302547,144.12457450867834,124953200
2021-11-01,145.8279571533203,146.5523882712619,144.6923438563854,145.85732517496896,74588300
2021-11-02,146.8656768798828,148.38308949739522,145.5244724040128,145.53427170385322,69122000
2021-11-03,148.30479431152344,148.77469770489486,146.66990932924497,147.2279168080061,54511500
2021-11-04,147.7859344482422,149.22501261030823,147.4726555708135,148.39289360081148,60394600
2021-11-05,148.3153533935547,149.2173222899692,147.11926062749689,148.9133997765836,65463900
2021-11-08,147.49180603027344,148.5996660295044,147.21729443113375,148.44279798435025,55020900
2021-11-09,147.85455322265625,148.46239820996468,147.11925107616622,147.25650687845393,56787900
2021-11-10,145.02117919921875,147.18787595185904,144.9525587828528,147.08003104634736,65187100
2021-11-11,144.97216796875,146.50159405628088,144.7858890294142,146.0408184691879,41000000
2021-11-12,147.0506591796875,147.45261306165483,144.58983794450572,145.52121785210946,63804000
2021-11-15,147.06044006347656,148.9036023660625,146.5016032105498,147.42318436184277,59222800
2021-11-16,148.0408477783203,148.52125061689011,146.41337526538132,147.00162302853775,59256200
2021-11-17,150.48204040527344,151.96244333873707,148.03103325464866,148.0408318977374,88807000
2021-11-18,154.77618408203125,155.56050930807018,150.05065040073163,150.6977198341957,137827700
2021-11-19,157.4036865234375,157.86447707717755,153.46246272837266,154.56050917485408,117305600
2021-11-22,157.86448669433594,162.4527653050192,157.84487444666516,158.51154126985364,117467900
2021-11-23,158.24684143066406,158.62919797716998,155.9428885480248,157.96251620186436,96041900
2021-11-24,158.76644897460938,158.96252656383666,156.5115192990928,157.59976712302952,69463600
2021-11-26,153.7369842529297,157.30565039386215,153.2958059172185,156.44290597018036,76959800
2021-11-29,157.0997772216797,158.03115705077292,155.67818094806347,156.24681646555752,88748200
2021-11-30,162.06057739257812,162.27626719412675,156.78600581613065,156.854641189241,174048100
2021-12-01,161.5409698486328,166.9625960118038,161.30566779650317,164.1978529983773,152052500
2021-12-02,160.55078125,160.98216094033538,154.70758806208025,155.62916922602187,136739200
2021-12-03,158.66839599609375,161.72726310588908,156.5899467105327,160.80568201972204,118023100
2021-12-06,162.08021545410156,164.59004449763117,161.06058805531697,161.0703866988541,107497000
2021-12-07,167.8253631591797,168.21753329951792,165.0410224817036,165.76652602150847,120405400
2021-12-08,171.64894104003906,172.51170037671412,167.3547715631022,168.75675548519916,116998900
2021-12-09,171.1391143798828,173.28619895569602,170.5116571715878,171.48226135181784,108923700
2021-12-10,175.93331909179688,176.10979941461878,171.26660609827198,171.77641985782503,115402700
2021-12-13,172.29603576660156,178.56081059859196,172.09014454574864,177.57059395318785,153237000
2021-12-14,170.91363525390625,174.25681265308427,168.83518594286804,171.81560410510698,139380400
2021-12-15,175.78622436523438,175.98230193253877,168.93320343371292,171.67833425525316,131063300
2021-12-16,168.8842010498047,177.59018373746022,167.40379803106163,175.76663371395836,150185800
2021-12-17,167.7861328125,170.07047310742206,166.3645517595425,166.59983885479875,195432700
2021-12-20,166.4233856201172,167.2371217897491,164.178269651189,164.98219221796626,107499100
2021-12-21,169.5998992919922,169.80577551895627,165.8057299805719,168.19791539703556,91185900
2021-12-22,172.19796752929688,172.4136573675495,168.77635596770887,169.64891396436306,92135300
2021-12-23,172.82545471191406,173.3842916513252,171.83525298109265,172.40388856584363,68356600
2021-12-27,176.7960662841797,176.8842989595941,173.5999580433746,173.61955533140323,74919600
2021-12-28,175.7764129638672,177.77644307078862,175.03131221487746,176.62937357994824,79144300
2021-12-29,175.8646697998047,177.0901733747063,174.64896486798852,175.81564666485653,62348900
2021-12-30,174.70777893066406,177.0313437787025,174.5999340224449,175.95289469651084,59773000
2021-12-31,174.0901641845703,175.71762176050464,173.7862266948401,174.5999629626884,64062300
2022-01-03,178.44314575195312,179.2961065398854,174.22742479359925,174.34506836720536,104487900
2022-01-04,176.17840576171875,179.35491668068815,175.60977025994117,179.05099416209845,99310400
2022-01-05,171.49209594726562,176.6392118468071,171.21758429607112,176.09018854441808,94537600
